structid,chain,unp,gene,offset,hybrid,resolution,seq_length
4FTN,A,O14757,CHEK1,0,0,2.02,253
4GH2,A,O14757,CHEK1,0,0,2.03,266
2YM5,A,O14757,CHEK1,0,0,2.03,248
4QYE,A,O14757,CHEK1,0,0,2.05,271
2YM8,A,O14757,CHEK1,0,0,2.07,246
2BRH,A,O14757,CHEK1,0,0,2.1,257
2E9O,A,O14757,CHEK1,0,0,2.1,269
4FSN,A,O14757,CHEK1,0,0,2.1,269
4FTO,A,O14757,CHEK1,0,0,2.1,252
4FTU,A,O14757,CHEK1,0,0,2.1,270
2BRG,A,O14757,CHEK1,0,0,2.1,257
2C3J,A,O14757,CHEK1,0,0,2.1,257
2BRB,A,O14757,CHEK1,0,0,2.1,272
4FSU,A,O14757,CHEK1,0,0,2.1,260
4QYF,A,O14757,CHEK1,0,0,2.15,269
5DLS,A,O14757,CHEK1,0,0,2.15,257
2BRM,A,O14757,CHEK1,0,0,2.2,263
4FT9,A,O14757,CHEK1,0,0,2.2,270
4FTJ,A,O14757,CHEK1,0,0,2.2,266
4FTI,A,O14757,CHEK1,0,0,2.2,270
2BRO,A,O14757,CHEK1,0,0,2.2,272
2CGW,A,O14757,CHEK1,0,0,2.2,262
4FT7,A,O14757,CHEK1,0,0,2.2,270
2CGX,A,O14757,CHEK1,0,0,2.2,265
2XEZ,A,O14757,CHEK1,0,0,2.25,249
4FTR,A,O14757,CHEK1,0,0,2.25,258
4FTT,A,O14757,CHEK1,0,0,2.3,266
4FSW,A,O14757,CHEK1,0,0,2.3,265
4FSZ,A,O14757,CHEK1,0,0,2.3,268
4FTK,A,O14757,CHEK1,0,0,2.3,263
4FT0,A,O14757,CHEK1,0,0,2.3,266
4FSY,A,O14757,CHEK1,0,0,2.3,267
4FSM,A,O14757,CHEK1,0,0,2.3,265
2C3L,A,O14757,CHEK1,0,0,2.35,265
2YM4,A,O14757,CHEK1,0,0,2.35,251
4FSQ,A,O14757,CHEK1,0,0,2.4,263
4FT5,A,O14757,CHEK1,0,0,2.4,265
2XF0,A,O14757,CHEK1,0,0,2.4,251
4FTA,A,O14757,CHEK1,0,0,2.4,264
2WMR,A,O14757,CHEK1,0,0,2.43,254
2WMW,A,O14757,CHEK1,0,0,2.43,247
2WMX,A,O14757,CHEK1,0,0,2.45,248
2WMQ,A,O14757,CHEK1,0,0,2.48,246
4FTL,A,O14757,CHEK1,0,0,2.5,263
4FT3,A,O14757,CHEK1,0,0,2.5,270
2CGU,A,O14757,CHEK1,0,0,2.5,263
4FSR,A,O14757,CHEK1,0,0,2.5,269
2E9N,A,O14757,CHEK1,0,0,2.5,269
2X8E,A,O14757,CHEK1,0,0,2.5,259
4I9X,D,O14763,TNFRSF10B,0,0,2.1,106
4I9X,C,O14763,TNFRSF10B,0,0,2.1,103
1DU3,G,O14763,TNFRSF10B,53,0,2.2,108
1DU3,B,O14763,TNFRSF10B,53,0,2.2,110
1D4V,A,O14763,TNFRSF10B,0,0,2.2,116
2H9G,R,O14763,TNFRSF10B,53,0,2.32,108
1D0G,T,O14763,TNFRSF10B,53,0,2.4,110
1D0G,S,O14763,TNFRSF10B,53,0,2.4,110
1D0G,R,O14763,TNFRSF10B,53,0,2.4,108
4FQG,B,O14776,TCERG1,891,0,2.0,186
4FQG,A,O14776,TCERG1,891,0,2.0,183
2IGP,A,O14777,NDC80,0,0,1.8,114
5C7G,A,O14786,NRP1,272,0,1.45,155
4RN5,A,O14786,NRP1,0,0,1.73,155
2QQI,A,O14786,NRP1,0,0,1.8,314
1KEX,A,O14786,NRP1,272,0,1.9,155
2QQM,A,O14786,NRP1,0,0,2.0,436
2QQN,A,O14786,NRP1,0,0,2.2,154
5L73,B,O14786,NRP1,0,0,2.24,172
5L73,A,O14786,NRP1,0,0,2.24,174
1ZRH,A,O14792,HS3ST1,33,0,2.1,263
5F3B,D,O14793,MSTN,266,0,1.76,103
5F3B,C,O14793,MSTN,266,0,1.76,106
1ZIV,A,O14815,CAPN9,0,0,2.31,308
2P0R,B,O14815,CAPN9,0,0,2.5,319
2P0R,A,O14815,CAPN9,0,0,2.5,319
5LE5,C,O14818,PSMA7,0,0,1.8,236
5LE5,Q,O14818,PSMA7,0,0,1.8,233
5LEY,C,O14818,PSMA7,0,0,1.9,236
5LEY,Q,O14818,PSMA7,0,0,1.9,239
5LF4,Q,O14818,PSMA7,0,0,1.99,238
5LF4,C,O14818,PSMA7,0,0,1.99,236
5LF7,C,O14818,PSMA7,0,0,2.0,236
5LF1,Q,O14818,PSMA7,0,0,2.0,238
5LF1,C,O14818,PSMA7,0,0,2.0,236
5LF7,Q,O14818,PSMA7,0,0,2.0,238
5LF6,C,O14818,PSMA7,0,0,2.07,236
5LF6,Q,O14818,PSMA7,0,0,2.07,238
5LF3,C,O14818,PSMA7,0,0,2.1,236
5LF3,Q,O14818,PSMA7,0,0,2.1,238
5LEZ,Q,O14818,PSMA7,0,0,2.19,234
5LEZ,C,O14818,PSMA7,0,0,2.19,236
5LEX,Q,O14818,PSMA7,0,0,2.2,233
5LEX,C,O14818,PSMA7,0,0,2.2,236
5LF0,Q,O14818,PSMA7,0,0,2.41,238
5LF0,C,O14818,PSMA7,0,0,2.41,236
2A1X,A,O14832,PHYH,0,0,2.5,253
3RN5,D,O14862,AIM2,0,0,2.5,193
3RN5,C,O14862,AIM2,0,0,2.5,194
3RN5,B,O14862,AIM2,0,0,2.5,194
3RN5,A,O14862,AIM2,0,0,2.5,194
2IHC,A,O14867,BACH1,0,0,2.44,117
2IHC,D,O14867,BACH1,0,0,2.44,115
2IHC,C,O14867,BACH1,0,0,2.44,116
2IHC,B,O14867,BACH1,0,0,2.44,111
3S6N,2,O14893,GEMIN2,0,0,2.5,188
3SFJ,C,O14907,TAX1BP3,-1,0,1.24,103
3SFJ,A,O14907,TAX1BP3,-1,0,1.24,103
4NNL,B,O14907,TAX1BP3,0,0,1.5,102
4NNL,A,O14907,TAX1BP3,0,0,1.5,103
4E3B,B,O14907,TAX1BP3,-1,0,1.5,102
4E3B,A,O14907,TAX1BP3,-1,0,1.5,102
4NNM,A,O14907,TAX1BP3,-1,0,1.6,111
4NNM,B,O14907,TAX1BP3,-1,0,1.6,111
2VZ5,A,O14907,TAX1BP3,0,0,1.74,101
2P0W,B,O14929,HAT1,0,0,1.9,315
2P0W,A,O14929,HAT1,0,0,1.9,319
3NOI,B,O14931,NCR3,0,0,1.84,113
3NOI,A,O14931,NCR3,0,0,1.84,113
3PV6,B,O14931,NCR3,0,0,2.3,112
1WZV,B,O14933,UBE2L6,1,0,2.1,150
1WZV,A,O14933,UBE2L6,1,0,2.1,150
1WZW,A,O14933,UBE2L6,1,0,2.4,150
1KGD,A,O14936,CASK,5,0,1.31,173
3C0I,A,O14936,CASK,0,0,1.85,298
3MFR,A,O14936,CASK,0,0,2.0,302
3MFS,A,O14936,CASK,0,0,2.1,303
3C0G,B,O14936,CASK,0,0,2.19,320
3C0G,A,O14936,CASK,0,0,2.19,309
3TAC,A,O14936,CASK,0,0,2.2,316
3MFT,A,O14936,CASK,0,0,2.2,302
3MFU,A,O14936,CASK,0,0,2.3,302
3C0H,B,O14936,CASK,0,0,2.3,300
3C0H,A,O14936,CASK,0,0,2.3,300
5B0H,B,O14960,LECT2,18,0,1.94,133
5B0H,A,O14960,LECT2,18,0,1.94,133
3ZYQ,A,O14964,HGS,0,0,1.48,216
4AVX,A,O14964,HGS,0,0,1.68,218
5L8L,A,O14965,AURKA,0,0,1.67,263
5L8J,A,O14965,AURKA,0,0,1.68,253
5ORL,A,O14965,AURKA,0,0,1.69,264
5G1X,A,O14965,AURKA,0,0,1.72,263
5OS5,A,O14965,AURKA,0,0,1.74,267
5OS0,A,O14965,AURKA,0,0,1.74,264
5L8K,A,O14965,AURKA,0,0,1.79,266
5OS3,A,O14965,AURKA,0,0,1.81,264
4J8M,A,O14965,AURKA,0,0,1.85,265
5OS4,A,O14965,AURKA,0,0,1.88,264
5ORV,A,O14965,AURKA,0,0,1.88,264
5ORX,A,O14965,AURKA,0,0,1.88,264
5OSF,A,O14965,AURKA,0,0,1.89,264
4UYN,A,O14965,AURKA,0,0,1.9,249
3FDN,A,O14965,AURKA,0,0,1.9,261
5OSE,A,O14965,AURKA,0,0,1.9,264
1MQ4,A,O14965,AURKA,0,0,1.9,261
5OS1,A,O14965,AURKA,0,0,1.9,264
5OS2,A,O14965,AURKA,0,0,1.92,261
5ORZ,A,O14965,AURKA,0,0,1.92,264
5DNR,A,O14965,AURKA,0,0,1.95,264
5ORS,A,O14965,AURKA,0,0,1.98,264
5OSD,A,O14965,AURKA,0,0,1.99,266
5ORY,A,O14965,AURKA,0,0,1.99,264
5ORW,A,O14965,AURKA,0,0,2.0,264
2J4Z,B,O14965,AURKA,0,0,2.0,270
4UZH,A,O14965,AURKA,0,0,2.0,251
2J4Z,A,O14965,AURKA,0,0,2.0,264
3O50,B,O14965,AURKA,0,0,2.0,249
3O50,A,O14965,AURKA,0,0,2.0,246
5DN3,A,O14965,AURKA,0,0,2.05,264
5LXM,A,O14965,AURKA,0,0,2.08,266
5ORR,A,O14965,AURKA,0,0,2.09,264
2C6E,A,O14965,AURKA,1,0,2.1,251
4CEG,A,O14965,AURKA,0,0,2.1,264
3LAU,A,O14965,AURKA,0,0,2.1,250
2C6E,B,O14965,AURKA,1,0,2.1,246
5ORO,A,O14965,AURKA,0,0,2.12,264
5DRD,A,O14965,AURKA,0,0,2.13,259
5DT0,A,O14965,AURKA,0,0,2.15,259
5EW9,A,O14965,AURKA,0,0,2.18,257
5ORP,A,O14965,AURKA,0,0,2.19,264
5ORN,A,O14965,AURKA,0,0,2.19,264
5OS6,A,O14965,AURKA,0,0,2.2,264
2C6D,A,O14965,AURKA,1,0,2.2,255
3H10,D,O14965,AURKA,0,0,2.2,255
3H10,B,O14965,AURKA,0,0,2.2,267
3H10,A,O14965,AURKA,0,0,2.2,268
2NP8,A,O14965,AURKA,0,0,2.25,256
3EFW,B,O14965,AURKA,0,0,2.29,242
5DPV,A,O14965,AURKA,0,0,2.29,257
3EFW,A,O14965,AURKA,0,0,2.29,240
4DEE,A,O14965,AURKA,0,0,2.3,271
3UP2,A,O14965,AURKA,0,0,2.3,266
3E5A,A,O14965,AURKA,0,0,2.3,264
4JBQ,A,O14965,AURKA,0,0,2.3,257
5DT3,A,O14965,AURKA,0,0,2.33,263
3K5U,A,O14965,AURKA,0,0,2.35,260
3HA6,A,O14965,AURKA,0,0,2.36,262
4UTD,A,O14965,AURKA,0,0,2.36,266
2WTV,D,O14965,AURKA,0,0,2.4,262
2WTV,C,O14965,AURKA,0,0,2.4,261
2WTV,B,O14965,AURKA,0,0,2.4,261
3UOL,B,O14965,AURKA,0,0,2.4,263
2WTV,A,O14965,AURKA,0,0,2.4,262
3UOL,A,O14965,AURKA,0,0,2.4,263
3MYG,A,O14965,AURKA,0,0,2.4,252
4DEA,A,O14965,AURKA,0,0,2.45,266
4JBP,A,O14965,AURKA,0,0,2.45,255
3W2C,G,O14965,AURKA,0,0,2.45,202
3W2C,E,O14965,AURKA,0,0,2.45,202
3W2C,C,O14965,AURKA,0,0,2.45,202
3UO4,A,O14965,AURKA,0,0,2.45,266
3W2C,A,O14965,AURKA,0,0,2.45,203
5DR2,A,O14965,AURKA,0,0,2.46,263
5DR9,A,O14965,AURKA,0,0,2.47,257
4JBO,A,O14965,AURKA,0,0,2.49,266
3H0Y,A,O14965,AURKA,0,0,2.5,250
2WQE,A,O14965,AURKA,0,0,2.5,241
4BN1,A,O14965,AURKA,0,0,2.5,261
1OL5,A,O14965,AURKA,0,0,2.5,264
3W18,B,O14965,AURKA,0,0,2.5,236
3W18,A,O14965,AURKA,0,0,2.5,234
3UOD,A,O14965,AURKA,0,0,2.5,266
2DWB,A,O14965,AURKA,0,0,2.5,259
4O0S,A,O14965,AURKA,0,0,2.5,265
4B0G,A,O14965,AURKA,0,0,2.5,247
4O38,B,O14976,GAK,0,0,2.1,272
4O38,A,O14976,GAK,0,0,2.1,263
4Y8D,B,O14976,GAK,0,0,2.1,262
4Y8D,A,O14976,GAK,0,0,2.1,262
1W9C,B,O14980,XPO1,0,0,2.3,321
1W9C,A,O14980,XPO1,0,0,2.3,321
2P0A,B,O14994,SYN3,0,0,1.9,298
2P0A,A,O14994,SYN3,0,0,1.9,298
3S8S,A,O15047,SETD1A,0,0,1.3,107
2XXZ,A,O15054,KDM6B,3,0,1.8,292
2XXZ,B,O15054,KDM6B,3,0,1.8,286
4ASK,B,O15054,KDM6B,0,0,1.86,423
4ASK,A,O15054,KDM6B,0,0,1.86,428
2XUE,B,O15054,KDM6B,0,0,2.0,423
2XUE,A,O15054,KDM6B,0,0,2.0,427
5FP3,B,O15054,KDM6B,0,0,2.05,423
5FP3,A,O15054,KDM6B,0,0,2.05,435
5OY3,A,O15054,KDM6B,0,0,2.14,450
3B6U,B,O15066,KIF3B,0,0,1.8,340
3B6U,A,O15066,KIF3B,0,0,1.8,323
1MG4,A,O15075,DCLK1,0,0,1.5,101
1MFW,A,O15075,DCLK1,0,0,1.6,105
5JZJ,B,O15075,DCLK1,0,0,1.71,261
5JZJ,A,O15075,DCLK1,0,0,1.71,271
1HTJ,F,O15085,ARHGEF11,0,0,2.2,178
5JHH,E,O15085,ARHGEF11,0,0,2.3,358
5JHH,A,O15085,ARHGEF11,0,0,2.3,356
5JHG,E,O15085,ARHGEF11,0,0,2.5,358
5JHG,A,O15085,ARHGEF11,0,0,2.5,356
1XCG,E,O15085,ARHGEF11,0,0,2.5,358
1XCG,A,O15085,ARHGEF11,0,0,2.5,355
4XGL,A,O15091,KIAA0391,0,0,1.8,342
4XGM,A,O15091,KIAA0391,0,0,1.98,341
3GKJ,A,O15118,NPC1,0,0,1.6,225
3GKI,A,O15118,NPC1,0,0,1.8,225
3GKH,A,O15118,NPC1,0,0,1.81,225
5F18,A,O15118,NPC1,372,0,2.0,221
5F1B,C,O15118,NPC1,372,0,2.3,215
5KWY,B,O15118,NPC1,0,0,2.41,236
5KWY,A,O15118,NPC1,0,0,2.41,208
5HNS,B,O15118,NPC1,0,0,2.45,216
5HNS,A,O15118,NPC1,0,0,2.45,215
1H6F,B,O15119,TBX3,0,0,1.7,185
1H6F,A,O15119,TBX3,0,0,1.7,184
4JZC,A,O15123,ANGPT2,278,0,1.9,218
1Z3U,A,O15123,ANGPT2,0,0,2.25,215
1Z3U,D,O15123,ANGPT2,0,0,2.25,215
1Z3U,C,O15123,ANGPT2,0,0,2.25,215
1Z3U,B,O15123,ANGPT2,0,0,2.25,215
4ZFG,A,O15123,ANGPT2,0,0,2.27,219
1Z3S,B,O15123,ANGPT2,0,0,2.35,215
1Z3S,A,O15123,ANGPT2,0,0,2.35,215
4YBM,B,O15164,TRIM24,0,0,1.46,170
4YBM,A,O15164,TRIM24,0,0,1.46,177
3O36,A,O15164,TRIM24,0,0,1.7,183
3O36,B,O15164,TRIM24,0,0,1.7,176
4YAD,B,O15164,TRIM24,0,0,1.73,178
4YAD,A,O15164,TRIM24,0,0,1.73,178
3O35,B,O15164,TRIM24,0,0,1.76,178
3O35,A,O15164,TRIM24,0,0,1.76,178
4ZQL,B,O15164,TRIM24,0,0,1.79,175
4ZQL,A,O15164,TRIM24,0,0,1.79,176
4YBT,A,O15164,TRIM24,0,0,1.82,178
4YC9,A,O15164,TRIM24,0,0,1.82,179
4YBS,A,O15164,TRIM24,0,0,1.83,178
4YAB,A,O15164,TRIM24,0,0,1.9,177
3O34,A,O15164,TRIM24,0,0,1.9,177
4YAB,B,O15164,TRIM24,0,0,1.9,174
3O37,D,O15164,TRIM24,0,0,2.0,174
3O37,C,O15164,TRIM24,0,0,2.0,176
3O37,B,O15164,TRIM24,0,0,2.0,180
3O37,A,O15164,TRIM24,0,0,2.0,175
3O33,D,O15164,TRIM24,0,0,2.0,172
3O33,C,O15164,TRIM24,0,0,2.0,178
3O33,B,O15164,TRIM24,0,0,2.0,183
3O33,A,O15164,TRIM24,0,0,2.0,172
4YAT,B,O15164,TRIM24,0,0,2.18,172
4YAT,A,O15164,TRIM24,0,0,2.18,173
4YAX,B,O15164,TRIM24,0,0,2.25,178
4YAX,A,O15164,TRIM24,0,0,2.25,179
2YYN,A,O15164,TRIM24,883,0,2.5,113
2YYN,D,O15164,TRIM24,883,0,2.5,113
2YYN,C,O15164,TRIM24,883,0,2.5,113
2YYN,B,O15164,TRIM24,883,0,2.5,114
1DK8,A,O15169,AXIN1,-37,0,1.57,147
1EMU,A,O15169,AXIN1,-37,0,1.9,132
2HHL,D,O15194,CTDSPL,78,0,2.1,172
2HHL,C,O15194,CTDSPL,78,0,2.1,183
2HHL,B,O15194,CTDSPL,78,0,2.1,179
2HHL,A,O15194,CTDSPL,78,0,2.1,180
3IK7,D,O15217,GSTA4,0,0,1.97,220
3IK7,C,O15217,GSTA4,0,0,1.97,218
3IK7,B,O15217,GSTA4,0,0,1.97,219
3IK7,A,O15217,GSTA4,0,0,1.97,221
2R4V,A,O15247,CLIC2,0,0,1.85,226
2R5G,A,O15247,CLIC2,0,0,1.86,237
2PER,A,O15247,CLIC2,0,0,2.0,222
4YNO,A,O15264,MAPK13,0,0,1.7,342
5EKO,A,O15264,MAPK13,0,0,2.0,341
3COI,A,O15264,MAPK13,0,0,2.09,342
4EYJ,A,O15264,MAPK13,0,0,2.1,338
4EYM,A,O15264,MAPK13,0,0,2.35,340
2AMY,A,O15305,PMM2,0,0,2.09,236
2Q4R,A,O15305,PMM2,0,0,2.09,236
5LFN,D,O15335,CHAD,0,0,2.1,325
5LFN,C,O15335,CHAD,0,0,2.1,323
5LFN,B,O15335,CHAD,0,0,2.1,324
5LFN,A,O15335,CHAD,0,0,2.1,324
5MX1,B,O15335,CHAD,0,0,2.17,326
5MX1,A,O15335,CHAD,0,0,2.17,328
2XWC,A,O15350,TP73,0,0,1.82,197
4A63,G,O15350,TP73,0,0,2.27,198
4A63,E,O15350,TP73,0,0,2.27,198
4A63,C,O15350,TP73,0,0,2.27,198
4A63,A,O15350,TP73,0,0,2.27,198
4A63,K,O15350,TP73,0,0,2.27,198
4A63,I,O15350,TP73,0,0,2.27,198
4A9C,B,O15357,INPPL1,0,0,2.1,292
4A9C,A,O15357,INPPL1,0,0,2.1,289
4A69,B,O15379,HDAC3,0,0,2.06,369
4A69,A,O15379,HDAC3,0,0,2.06,369
5CR5,B,O15382,BCAT2,27,0,1.61,359
5CR5,A,O15382,BCAT2,27,0,1.61,358
5I5X,B,O15382,BCAT2,27,0,1.65,361
5I5X,A,O15382,BCAT2,27,0,1.65,358
5BWX,A,O15382,BCAT2,27,0,1.7,353
5BWX,B,O15382,BCAT2,27,0,1.7,360
2HHF,B,O15382,BCAT2,-473,0,1.8,364
2HG8,B,O15382,BCAT2,-473,0,1.8,363
2HHF,A,O15382,BCAT2,27,0,1.8,346
2A1H,B,O15382,BCAT2,27,0,1.8,363
2HG8,A,O15382,BCAT2,27,0,1.8,357
2A1H,A,O15382,BCAT2,27,0,1.8,363
2HGX,B,O15382,BCAT2,-473,0,1.8,363
2HGX,A,O15382,BCAT2,27,0,1.8,357
5I5Y,B,O15382,BCAT2,27,0,1.81,359
5I5Y,A,O15382,BCAT2,27,0,1.81,363
5BWW,B,O15382,BCAT2,27,0,1.82,353
5BWW,A,O15382,BCAT2,27,0,1.82,353
5BWV,B,O15382,BCAT2,27,0,1.86,357
5BWV,A,O15382,BCAT2,27,0,1.86,355
1KT8,B,O15382,BCAT2,-473,0,1.9,365
1KT8,A,O15382,BCAT2,27,0,1.9,360
1KTA,B,O15382,BCAT2,-473,0,1.9,365
1KTA,A,O15382,BCAT2,27,0,1.9,365
5I5V,B,O15382,BCAT2,27,0,1.94,360
5I5V,A,O15382,BCAT2,27,0,1.94,360
1EKF,B,O15382,BCAT2,27,0,1.95,365
1EKF,A,O15382,BCAT2,27,0,1.95,365
2HGW,B,O15382,BCAT2,-473,0,1.98,359
2HGW,A,O15382,BCAT2,27,0,1.98,358
5HNE,B,O15382,BCAT2,27,0,2.04,358
5HNE,A,O15382,BCAT2,27,0,2.04,359
5I5S,B,O15382,BCAT2,27,0,2.06,356
5I5S,A,O15382,BCAT2,27,0,2.06,361
5I60,B,O15382,BCAT2,27,0,2.12,357
5I60,A,O15382,BCAT2,27,0,2.12,359
5BWU,B,O15382,BCAT2,27,0,2.17,357
5BWU,A,O15382,BCAT2,27,0,2.17,354
5BWR,A,O15382,BCAT2,27,0,2.2,356
5BWT,B,O15382,BCAT2,27,0,2.2,357
5BWT,A,O15382,BCAT2,27,0,2.2,360
5BWR,B,O15382,BCAT2,27,0,2.2,358
1EKV,B,O15382,BCAT2,27,0,2.25,365
1EKV,A,O15382,BCAT2,27,0,2.25,365
5I5T,B,O15382,BCAT2,27,0,2.31,356
5I5T,A,O15382,BCAT2,27,0,2.31,361
5I5U,A,O15382,BCAT2,27,0,2.4,363
5I5W,B,O15382,BCAT2,27,0,2.4,358
5I5W,A,O15382,BCAT2,27,0,2.4,354
2HDK,B,O15382,BCAT2,-473,0,2.4,363
2HDK,A,O15382,BCAT2,27,0,2.4,363
5I5U,B,O15382,BCAT2,27,0,2.4,360
1EKP,B,O15382,BCAT2,27,0,2.5,365
1EKP,A,O15382,BCAT2,27,0,2.5,365
2QFA,A,O15392,BIRC5,0,0,1.4,137
3UIG,B,O15392,BIRC5,0,0,2.4,136
3UIG,A,O15392,BIRC5,0,0,2.4,135
2RAW,A,O15392,BIRC5,0,0,2.4,137
3UIH,B,O15392,BIRC5,0,0,2.4,135
3UIH,A,O15392,BIRC5,0,0,2.4,136
3UEF,C,O15392,BIRC5,0,0,2.45,137
3UEF,A,O15392,BIRC5,0,0,2.45,136
2XY2,A,O15394,NCAM2,0,0,1.82,189
2XY1,A,O15394,NCAM2,0,0,1.98,190
2V5T,A,O15394,NCAM2,0,0,2.0,182
2JLL,A,O15394,NCAM2,0,0,2.3,382
4UEG,B,O15488,GYG2,31,0,1.93,249
4UEG,A,O15488,GYG2,31,0,1.93,242
2BT2,E,O15492,RGS16,0,0,1.9,135
2BT2,D,O15492,RGS16,0,0,1.9,135
2BT2,C,O15492,RGS16,0,0,1.9,134
2BT2,B,O15492,RGS16,0,0,1.9,135
2BT2,A,O15492,RGS16,0,0,1.9,136
5G3M,B,O15496,PLA2G10,42,0,1.85,123
5G3M,A,O15496,PLA2G10,42,0,1.85,123
1LE6,C,O15496,PLA2G10,42,0,1.97,123
1LE6,B,O15496,PLA2G10,42,0,1.97,123
1LE6,A,O15496,PLA2G10,42,0,1.97,123
1LE7,B,O15496,PLA2G10,42,0,2.09,123
1LE7,A,O15496,PLA2G10,42,0,2.09,123
4UY1,B,O15496,PLA2G10,42,0,2.2,123
4UY1,A,O15496,PLA2G10,42,0,2.2,122
3H11,A,O15519,CFLAR,0,0,1.9,212
3H13,A,O15519,CFLAR,0,0,2.2,208
2XHI,A,O15527,OGG1,0,0,1.55,316
5AN4,A,O15527,OGG1,0,0,1.6,312
1M3Q,A,O15527,OGG1,0,0,1.9,311
2NOH,A,O15527,OGG1,0,0,2.01,311
1LWY,A,O15527,OGG1,0,0,2.01,311
1M3H,A,O15527,OGG1,0,0,2.05,311
2NOB,A,O15527,OGG1,0,0,2.1,311
1LWW,A,O15527,OGG1,0,0,2.1,311
1EBM,A,O15527,OGG1,0,0,2.1,311
1KO9,A,O15527,OGG1,0,0,2.15,312
1N39,A,O15527,OGG1,0,0,2.2,311
1N3A,A,O15527,OGG1,0,0,2.2,311
2NOE,A,O15527,OGG1,0,0,2.2,311
3KTU,A,O15527,OGG1,0,0,2.3,311
1LWV,A,O15527,OGG1,0,0,2.3,311
1HU0,A,O15527,OGG1,0,0,2.35,311
2NOI,A,O15527,OGG1,0,0,2.35,309
2NOF,A,O15527,OGG1,0,0,2.35,309
2NOZ,A,O15527,OGG1,0,0,2.43,307
1YQR,A,O15527,OGG1,0,0,2.43,311
1YQM,A,O15527,OGG1,0,0,2.5,311
1YQK,A,O15527,OGG1,0,0,2.5,309
5LVO,A,O15530,PDPK1,0,0,1.09,286
5ACK,A,O15530,PDPK1,0,0,1.24,286
4CT2,A,O15530,PDPK1,0,0,1.25,279
5LVM,A,O15530,PDPK1,0,0,1.26,283
5LVN,A,O15530,PDPK1,0,0,1.38,284
4XX9,A,O15530,PDPK1,0,0,1.4,288
5LVL,A,O15530,PDPK1,0,0,1.4,285
4RRV,A,O15530,PDPK1,0,0,1.41,283
4AW0,A,O15530,PDPK1,0,0,1.43,283
1W1G,A,O15530,PDPK1,0,0,1.45,142
1W1H,D,O15530,PDPK1,0,0,1.45,137
1W1H,C,O15530,PDPK1,0,0,1.45,138
1W1H,B,O15530,PDPK1,0,0,1.45,148
1W1H,A,O15530,PDPK1,0,0,1.45,147
4RQV,A,O15530,PDPK1,0,0,1.5,288
1W1D,A,O15530,PDPK1,0,0,1.5,142
4RQK,A,O15530,PDPK1,0,0,1.55,285
4AW1,A,O15530,PDPK1,0,0,1.68,286
3RCJ,A,O15530,PDPK1,0,0,1.7,281
1UU3,A,O15530,PDPK1,0,0,1.7,277
3NAX,A,O15530,PDPK1,0,0,1.75,278
3QC4,B,O15530,PDPK1,0,0,1.8,273
2VKI,A,O15530,PDPK1,0,0,1.8,140
3QC4,A,O15530,PDPK1,0,0,1.8,276
4A07,A,O15530,PDPK1,0,0,1.85,283
4CT1,A,O15530,PDPK1,0,0,1.85,283
1UU7,A,O15530,PDPK1,0,0,1.9,281
3HRF,A,O15530,PDPK1,0,0,1.9,284
3HRC,A,O15530,PDPK1,0,0,1.91,279
3RWP,A,O15530,PDPK1,0,0,1.92,277
1UU9,A,O15530,PDPK1,0,0,1.95,276
2BIY,A,O15530,PDPK1,0,0,1.95,288
3NUU,A,O15530,PDPK1,0,0,1.98,276
3QD0,A,O15530,PDPK1,0,0,1.99,274
1H1W,A,O15530,PDPK1,0,0,2.0,284
3QD3,A,O15530,PDPK1,0,0,2.0,278
4A06,A,O15530,PDPK1,0,0,2.0,284
3ORZ,D,O15530,PDPK1,0,0,2.0,278
3ORZ,C,O15530,PDPK1,0,0,2.0,276
2XCH,A,O15530,PDPK1,0,0,2.0,278
3ORZ,B,O15530,PDPK1,0,0,2.0,278
3ORZ,A,O15530,PDPK1,0,0,2.0,276
3NUY,A,O15530,PDPK1,0,0,2.1,276
3OTU,A,O15530,PDPK1,0,0,2.1,276
5HKM,A,O15530,PDPK1,0,0,2.1,272
2PE2,A,O15530,PDPK1,0,0,2.13,275
2PE1,A,O15530,PDPK1,0,0,2.14,275
1Z5M,A,O15530,PDPK1,0,0,2.17,275
3ORX,D,O15530,PDPK1,0,0,2.2,282
3ORX,C,O15530,PDPK1,0,0,2.2,283
3ORX,B,O15530,PDPK1,0,0,2.2,280
3NUN,A,O15530,PDPK1,0,0,2.2,278
3ORX,A,O15530,PDPK1,0,0,2.2,283
3IOP,A,O15530,PDPK1,0,0,2.2,275
3QCY,A,O15530,PDPK1,0,0,2.2,275
3ORX,H,O15530,PDPK1,0,0,2.2,274
3ORX,G,O15530,PDPK1,0,0,2.2,274
3ORX,F,O15530,PDPK1,0,0,2.2,274
3ORX,E,O15530,PDPK1,0,0,2.2,274
2XCK,A,O15530,PDPK1,0,0,2.3,275
1OKY,A,O15530,PDPK1,0,0,2.3,282
3H9O,A,O15530,PDPK1,0,0,2.3,275
3QCX,A,O15530,PDPK1,0,0,2.3,276
3QD4,A,O15530,PDPK1,0,0,2.3,276
2PE0,A,O15530,PDPK1,0,0,2.35,275
3ION,A,O15530,PDPK1,0,0,2.4,274
3QCS,A,O15530,PDPK1,0,0,2.49,276
1UU8,A,O15530,PDPK1,0,0,2.5,278
5LVP,D,O15530,PDPK1,0,0,2.5,276
5LVP,C,O15530,PDPK1,0,0,2.5,275
